20170301,,,,,,,,,,,,,,,,,,
20170302,,,,,,,,,,,,,,,,,,
20170303,,,,,,,,,,,,,,,,,,
20170304,,,,,,,,,,,,,,,,,,
20170305,,,,,,,,,,,,,,,,,,
20170306,,,,,,,,,,,,,,,,,,
20170307,,,,,,,,,,,,,,,,,,
20170308,,,,,,,,,,,,,,,,,,
20170309,,,,,,,,,,,,,,,,,,
20170310,,,,,,,,,,,,,,,,,,
20170311,,,,,,,,,,,,,,,,,,
20170312,,,,,,,,,,,,,,,,,,
20170313,,,,,,,,,,,,,,,,,,
20170314,,,,,,,,,,,,,,,,,,
20170315,,,,,,,,,,,,,,,,,,
20170316,,,,,,,,,,,,,,,,,,
20170317,,,,,,,,,,,,,,,,,,
20170318,,,,,,,,,,,,,,,,,,
20170319,,,,,,,,,,,,,,,,,,
20170320,,,,,,,,,,,,,,,,,,
20170321,,,,,,,,,,,,,,,,,,
20170322,,,,,,,,,,,,,,,,,,
20170323,,,,,,,,,,,,,,,,,,
20170324,,,,,,,,,,,,,,,,,,
20170325,,,,,,,,,,,,,,,,,,
20170326,,,,,,,,,,,,,,,,,,
20170327,,,,,,,,,,,,,,,,,,
20170328,,,,,,,,,,,,,,,,,,
20170329,,,,,,,,,,,,,,,,,,
20170330,,,,,,,,,,,,,,,,,,
20170331,,,,,,,,,,,,,,,,,,
20170401,,,,,,,,,,,,,,,,,,
20170402,,,,,,,,,,,,,,,,,,
20170403,,,,,,,,,,,,,,,,,,
20170404,,,,,,,,,,,,,,,,,,
20170405,,,,,,,,,,,,,,,,,,
20170406,,,,,,,,,,,,,,,,,,
20170407,,,,,,,,,,,,,,,,,,
20170408,,,,,,,,,,,,,,,,,,
20170409,,,,,,,,,,,,,,,,,,
20170410,,,,,,,,,,,,,,,,,,
20170411,,,,,,,,,,,,,,,,,,
20170412,,,,,,,,,,,,,,,,,,
20170413,,,,,,,,,,,,,,,,,,
20170414,,,,,,,,,,,,,,,,,,
20170415,,,,,,,,,,,,,,,,,,
20170416,,,,,,,,,,,,,,,,,,
20170417,,,,,,,,,,,,,,,,,,
20170418,,,,,,,,,,,,,,,,,,
20170419,,,,,,,,,,,,,,,,,,
20170420,,,,,,,,,,,,,,,,,,
20170421,,,,,,,,,,,,,,,,,,
20170422,,,,,,,,,,,,,,,,,,
20170423,,,,,,,,,,,,,,,,,,
20170424,,,,,,,,,,,,,,,,,,
20170425,,,,,,,,,,,,,,,,,,
20170426,,,,,,,,,,,,,,,,,,
20170427,,,,,,,,,,,,,,,,,,
20170428,,,,,,,,,,,,,,,,,,
20170429,,,,,,,,,,,,,,,,,,
20170430,,,,,,,,,,,,,,,,,,
20170501,,,,,,,,,,,,,,,,,,
20170502,,,,,,,,,,,,,,,,,,
20170503,,,,,,,,,,,,,,,,,,
20170504,,,,,,,,,,,,,,,,,,
20170505,,,,,,,,,,,,,,,,,,
20170506,,,,,,,,,,,,,,,,,,
20170507,,,,,,,,,,,,,,,,,,
20170508,,,,,,,,,,,,,,,,,,
20170509,,,,,,,,,,,,,,,,,,
20170510,,,,,,,,,,,,,,,,,,
20170511,,,,,,,,,,,,,,,,,,
20170512,,,,,,,,,,,,,,,,,,
20170513,,,,,,,,,,,,,,,,,,
20170514,,,,,,,,,,,,,,,,,,
20170515,,,,,,,,,,,,,,,,,,
20170516,,,,,,,,,,,,,,,,,,
20170517,,,,,,,,,,,,,,,,,,
20170518,,,,,,,,,,,,,,,,,,
20170519,,,,,,,,,,,,,,,,,,
20170520,,,,,,,,,,,,,,,,,,
20170521,,,,,,,,,,,,,,,,,,
20170522,,,,,,,,,,,,,,,,,,
20170523,,,,,,,,,,,,,,,,,,
20170524,,,,,,,,,,,,,,,,,,
20170525,,,,,,,,,,,,,,,,,,
20170526,,,,,,,,,,,,,,,,,,
20170527,,,,,,,,,,,,,,,,,,
20170528,,,,,,,,,,,,,,,,,,
20170529,,,,,,,,,,,,,,,,,,
20170530,,,,,,,,,,,,,,,,,,
20170531,,,,,,,,,,,,,,,,,,
20170601,,,,,,,,,,,,,,,,,,
20170602,,,,,,,,,,,,,,,,,,
20170603,,,,,,,,,,,,,,,,,,
20170604,,,,,,,,,,,,,,,,,,
20170605,,,,,,,,,,,,,,,,,,
20170606,,,,,,,,,,,,,,,,,,
20170607,,,,,,,,,,,,,,,,,,
20170608,,,,,,,,,,,,,,,,,,
20170609,,,,,,,,,,,,,,,,,,
20170610,,,,,,,,,,,,,,,,,,
20170611,,,,,,,,,,,,,,,,,,
20170612,,,,,,,,,,,,,,,,,,
20170613,,,,,,,,,,,,,,,,,,
20170614,,,,,,,,,,,,,,,,,,
20170615,,,,,,,,,,,,,,,,,,
20170616,,,,,,,,,,,,,,,,,,
20170617,,,,,,,,,,,,,,,,,,
20170618,,,,,,,,,,,,,,,,,,
20170619,,,,,,,,,,,,,,,,,,
20170620,,,,,,,,,,,,,,,,,,
20170621,,,,,,,,,,,,,,,,,,
20170622,,,,,,,,,,,,,,,,,,
20170623,,,,,,,,,,,,,,,,,,
20170624,,,,,,,,,,,,,,,,,,
20170625,,,,,,,,,,,,,,,,,,
20170626,,,,,,,,,,,,,,,,,,
20170627,,,,,,,,,,,,,,,,,,
20170628,,,,,,,,,,,,,,,,,,
20170629,,,,,,,,,,,,,,,,,,
20170630,,,,,,,,,,,,,,,,,,
20170701,,,,,,,,,,,,,,,,,,
20170702,,,,,,,,,,,,,,,,,,
20170703,,,,,,,,,,,,,,,,,,
20170704,,,,,,,,,,,,,,,,,,
20170705,,,,,,,,,,,,,,,,,,
20170706,,,,,,,,,,,,,,,,,,
20170707,,,,,,,,,,,,,,,,,,
20170708,,,,,,,,,,,,,,,,,,
20170709,,,,,,,,,,,,,,,,,,
20170710,,,,,,,,,,,,,,,,,,
20170711,,,,,,,,,,,,,,,,,,
20170712,,,,,,,,,,,,,,,,,,
20170713,,,,,,,,,,,,,,,,,,
20170714,,,,,,,,,,,,,,,,,,
20170715,,,,,,,,,,,,,,,,,,
20170716,,,,,,,,,,,,,,,,,,
20170717,,,,,,,,,,,,,,,,,,
20170718,,,,,,,,,,,,,,,,,,
20170719,,,,,,,,,,,,,,,,,,
20170720,,,,,,,,,,,,,,,,,,
20170721,,,,,,,,,,,,,,,,,,
20170722,,,,,,,,,,,,,,,,,,
20170723,,,,,,,,,,,,,,,,,,
20170724,,,,,,,,,,,,,,,,,,
20170725,,,,,,,,,,,,,,,,,,
20170726,,,,,,,,,,,,,,,,,,
20170727,,,,,,,,,,,,,,,,,,
20170728,,,,,,,,,,,,,,,,,,
20170729,,,,,,,,,,,,,,,,,,
20170730,,,,,,,,,,,,,,,,,,
20170731,,,,,,,,,,,,,,,,,,
20170801,,,,,,,,,,,,,,,,,,
20170802,,,,,,,,,,,,,,,,,,
20170803,,,,,,,,,,,,,,,,,,
20170804,,,,,,,,,,,,,,,,,,
20170805,,,,,,,,,,,,,,,,,,
20170806,,,,,,,,,,,,,,,,,,
20170807,,,,,,,,,,,,,,,,,,
20170808,,,,,,,,,,,,,,,,,,
20170809,,,,,,,,,,,,,,,,,,
20170810,,,,,,,,,,,,,,,,,,
20170811,,,,,,,,,,,,,,,,,,
20170812,,,,,,,,,,,,,,,,,,
20170813,,,,,,,,,,,,,,,,,,
20170814,,,,,,,,,,,,,,,,,,
20170815,,,,,,,,,,,,,,,,,,
20170816,,,,,,,,,,,,,,,,,,
20170817,,,,,,,,,,,,,,,,,,
20170818,,,,,,,,,,,,,,,,,,
20170819,,,,,,,,,,,,,,,,,,
20170820,,,,,,,,,,,,,,,,,,
20170821,,,,,,,,,,,,,,,,,,
20170822,,,,,,,,,,,,,,,,,,
20170823,,,,,,,,,,,,,,,,,,
20170824,,,,,,,,,,,,,,,,,,
20170825,,,,,,,,,,,,,,,,,,
20170826,,,,,,,,,,,,,,,,,,
20170827,,,,,,,,,,,,,,,,,,
20170828,,,,,,,,,,,,,,,,,,
20170829,,,,,,,,,,,,,,,,,,
20170830,,,,,,,,,,,,,,,,,,
20170831,,,,,,,,,,,,,,,,,,
20170901,,,,,,,,,,,,,,,,,,
20170902,,,,,,,,,,,,,,,,,,
20170903,,,,,,,,,,,,,,,,,,
20170904,,,,,,,,,,,,,,,,,,
20170905,,,,,,,,,,,,,,,,,,
20170906,,,,,,,,,,,,,,,,,,
20170907,,,,,,,,,,,,,,,,,,
20170908,,,,,,,,,,,,,,,,,,
20170909,,,,,,,,,,,,,,,,,,
20170910,,,,,,,,,,,,,,,,,,
20170911,,,,,,,,,,,,,,,,,,
20170912,,,,,,,,,,,,,,,,,,
20170913,,,,,,,,,,,,,,,,,,
20170914,,,,,,,,,,,,,,,,,,
20170915,,,,,,,,,,,,,,,,,,
20170916,,,,,,,,,,,,,,,,,,
20170917,,,,,,,,,,,,,,,,,,
20170918,,,,,,,,,,,,,,,,,,
20170919,,,,,,,,,,,,,,,,,,
20170920,,,,,,,,,,,,,,,,,,
20170921,,,,,,,,,,,,,,,,,,
20170922,,,,,,,,,,,,,,,,,,
20170923,,,,,,,,,,,,,,,,,,
20170924,,,,,,,,,,,,,,,,,,
20170925,,,,,,,,,,,,,,,,,,
20170926,,,,,,,,,,,,,,,,,,
20170927,,,,,,,,,,,,,,,,,,
20170928,,,,,,,,,,,,,,,,,,
20170929,,,,,,,,,,,,,,,,,,
20170930,,,,,,,,,,,,,,,,,,
20171001,,,,,,,,,,,,,,,,,,
20171002,,,,,,,,,,,,,,,,,,
20171003,,,,,,,,,,,,,,,,,,
20171004,,,,,,,,,,,,,,,,,,
20171005,,,,,,,,,,,,,,,,,,
20171006,,,,,,,,,,,,,,,,,,
20171007,,,,,,,,,,,,,,,,,,
20171008,,,,,,,,,,,,,,,,,,
20171009,,,,,,,,,,,,,,,,,,
20171010,,,,,,,,,,,,,,,,,,
20171011,,,,,,,,,,,,,,,,,,
20171012,,,,,,,,,,,,,,,,,,
20171013,,,,,,,,,,,,,,,,,,
20171014,,,,,,,,,,,,,,,,,,
20171015,,,,,,,,,,,,,,,,,,
20171016,,,,,,,,,,,,,,,,,,
20171017,,,,,,,,,,,,,,,,,,
20171018,,,,,,,,,,,,,,,,,,
20171019,,,,,,,,,,,,,,,,,,
20171020,,,,,,,,,,,,,,,,,,
20171021,,,,,,,,,,,,,,,,,,
20171022,,,,,,,,,,,,,,,,,,
20171023,,,,,,,,,,,,,,,,,,
20171024,,,,,,,,,,,,,,,,,,
20171025,,,,,,,,,,,,,,,,,,
20171026,,,,,,,,,,,,,,,,,,
20171027,,,,,,,,,,,,,,,,,,
20171028,,,,,,,,,,,,,,,,,,
20171029,,,,,,,,,,,,,,,,,,
20171030,,,,,,,,,,,,,,,,,,
20171031,,,,,,,,,,,,,,,,,,
20171101,,,,,,,,,,,,,,,,,,
20171102,,,,,,,,,,,,,,,,,,
20171103,,,,,,,,,,,,,,,,,,
20171104,,,,,,,,,,,,,,,,,,
20171105,,,,,,,,,,,,,,,,,,
20171106,,,,,,,,,,,,,,,,,,
20171107,,,,,,,,,,,,,,,,,,
20171108,,,,,,,,,,,,,,,,,,
20171109,,,,,,,,,,,,,,,,,,
20171110,,,,,,,,,,,,,,,,,,
20171111,,,,,,,,,,,,,,,,,,
20171112,,,,,,,,,,,,,,,,,,
20171113,,,,,,,,,,,,,,,,,,
20171114,,,,,,,,,,,,,,,,,,
20171115,,,,,,,,,,,,,,,,,,
20171116,,,,,,,,,,,,,,,,,,
20171117,,,,,,,,,,,,,,,,,,
20171118,,,,,,,,,,,,,,,,,,
20171119,,,,,,,,,,,,,,,,,,
20171120,,,,,,,,,,,,,,,,,,
20171121,,,,,,,,,,,,,,,,,,
20171122,,,,,,,,,,,,,,,,,,
20171123,,,,,,,,,,,,,,,,,,
20171124,,,,,,,,,,,,,,,,,,
20171125,,,,,,,,,,,,,,,,,,
20171126,,,,,,,,,,,,,,,,,,
20171127,,,,,,,,,,,,,,,,,,
20171128,,,,,,,,,,,,,,,,,,
20171129,,,,,,,,,,,,,,,,,,
20171130,,,,,,,,,,,,,,,,,,
20171201,,,,,,,,,,,,,,,,,,
20171202,,,,,,,,,,,,,,,,,,
20171203,,,,,,,,,,,,,,,,,,
20171204,,,,,,,,,,,,,,,,,,
20171205,,,,,,,,,,,,,,,,,,
20171206,,,,,,,,,,,,,,,,,,
20171207,,,,,,,,,,,,,,,,,,
20171208,,,,,,,,,,,,,,,,,,
20171209,,,,,,,,,,,,,,,,,,
20171210,,,,,,,,,,,,,,,,,,
20171211,,,,,,,,,,,,,,,,,,
20171212,,,,,,,,,,,,,,,,,,
20171213,,,,,,,,,,,,,,,,,,
20171214,,,,,,,,,,,,,,,,,,
20171215,,,,,,,,,,,,,,,,,,
20171216,,,,,,,,,,,,,,,,,,
20171217,,,,,,,,,,,,,,,,,,
20171218,,,,,,,,,,,,,,,,,,
20171219,,,,,,,,,,,,,,,,,,
20171220,,,,,,,,,,,,,,,,,,
20171221,,,,,,,,,,,,,,,,,,
20171222,,,,,,,,,,,,,,,,,,
20171223,,,,,,,,,,,,,,,,,,
20171224,,,,,,,,,,,,,,,,,,
20171225,,,,,,,,,,,,,,,,,,
20171226,,,,,,,,,,,,,,,,,,
20171227,,,,,,,,,,,,,,,,,,
20171228,,,,,,,,,,,,,,,,,,
20171229,,,,,,,,,,,,,,,,,,
20171230,,,,,,,,,,,,,,,,,,
20171231,,,,,,,,,,,,,,,,,,
20180101,,,,,,,,,,,,,,,,,,
20180102,,,,,,,,,,,,,,,,,,
20180103,,,,,,,,,,,,,,,,,,
20180104,,,,,,,,,,,,,,,,,,
20180105,,,,,,,,,,,,,,,,,,
20180106,,,,,,,,,,,,,,,,,,
20180107,,,,,,,,,,,,,,,,,,
20180108,,,,,,,,,,,,,,,,,,
20180109,,,,,,,,,,,,,,,,,,
20180110,,,,,,,,,,,,,,,,,,
20180111,,,,,,,,,,,,,,,,,,
20180112,,,,,,,,,,,,,,,,,,
20180113,,,,,,,,,,,,,,,,,,
20180114,,,,,,,,,,,,,,,,,,
20180115,,,,,,,,,,,,,,,,,,
20180116,,,,,,,,,,,,,,,,,,
20180117,,,,,,,,,,,,,,,,,,
20180118,,,,,,,,,,,,,,,,,,
20180119,,,,,,,,,,,,,,,,,,
20180120,,,,,,,,,,,,,,,,,,
20180121,,,,,,,,,,,,,,,,,,
20180122,,,,,,,,,,,,,,,,,,
20180123,,,,,,,,,,,,,,,,,,
20180124,,,,,,,,,,,,,,,,,,
20180125,,,,,,,,,,,,,,,,,,
20180126,,,,,,,,,,,,,,,,,,
20180127,,,,,,,,,,,,,,,,,,
20180128,,,,,,,,,,,,,,,,,,
20180129,,,,,,,,,,,,,,,,,,
20180130,,,,,,,,,,,,,,,,,,
20180131,,,,,,,,,,,,,,,,,,
20180201,,,,,,,,,,,,,,,,,,
20180202,,,,,,,,,,,,,,,,,,
20180203,,,,,,,,,,,,,,,,,,
20180204,,,,,,,,,,,,,,,,,,
20180205,,,,,,,,,,,,,,,,,,
20180206,,,,,,,,,,,,,,,,,,
20180207,,,,,,,,,,,,,,,,,,
20180208,,,,,,,,,,,,,,,,,,
20180209,,,,,,,,,,,,,,,,,,
20180210,,,,,,,,,,,,,,,,,,
20180211,,,,,,,,,,,,,,,,,,
20180212,,,,,,,,,,,,,,,,,,
20180213,,,,,,,,,,,,,,,,,,
20180214,,,,,,,,,,,,,,,,,,
20180215,,,,,,,,,,,,,,,,,,
20180216,,,,,,,,,,,,,,,,,,
20180217,,,,,,,,,,,,,,,,,,
20180218,,,,,,,,,,,,,,,,,,
20180219,,,,,,,,,,,,,,,,,,
20180220,,,,,,,,,,,,,,,,,,
20180221,,,,,,,,,,,,,,,,,,
20180222,,,,,,,,,,,,,,,,,,
20180223,,,,,,,,,,,,,,,,,,
20180224,,,,,,,,,,,,,,,,,,
20180225,,,,,,,,,,,,,,,,,,
20180226,,,,,,,,,,,,,,,,,,
20180227,,,,,,,,,,,,,,,,,,
20180228,,,,,,,,,,,,,,,,,,
20180301,,,,,,,,,,,,,,,,,,
20180302,,,,,,,,,,,,,,,,,,
20180303,,,,,,,,,,,,,,,,,,
20180304,,,,,,,,,,,,,,,,,,
20180305,,,,,,,,,,,,,,,,,,
20180306,,,,,,,,,,,,,,,,,,
20180307,,,,,,,,,,,,,,,,,,
20180308,,,,,,,,,,,,,,,,,,
20180309,,,,,,,,,,,,,,,,,,
20180310,,,,,,,,,,,,,,,,,,
20180311,,,,,,,,,,,,,,,,,,
20180312,,,,,,,,,,,,,,,,,,
20180313,,,,,,,,,,,,,,,,,,
20180314,,,,,,,,,,,,,,,,,,
20180315,,,,,,,,,,,,,,,,,,
20180316,,,,,,,,,,,,,,,,,,
20180317,,,,,,,,,,,,,,,,,,
20180318,,,,,,,,,,,,,,,,,,
20180319,,,,,,,,,,,,,,,,,,
20180320,,,,,,,,,,,,,,,,,,
20180321,,,,,,,,,,,,,,,,,,
20180322,,,,,,,,,,,,,,,,,,
20180323,,,,,,,,,,,,,,,,,,
20180324,,,,,,,,,,,,,,,,,,
20180325,,,,,,,,,,,,,,,,,,
20180326,,,,,,,,,,,,,,,,,,
20180327,,,,,,,,,,,,,,,,,,
20180328,,,,,,,,,,,,,,,,,,
20180329,,,,,,,,,,,,,,,,,,
20180330,,,,,,,,,,,,,,,,,,
20180331,,,,,,,,,,,,,,,,,,
20180401,,,,,,,,,,,,,,,,,,
20180402,,,,,,,,,,,,,,,,,,
20180403,,,,,,,,,,,,,,,,,,
20180404,,,,,,,,,,,,,,,,,,
20180405,,,,,,,,,,,,,,,,,,
20180406,,,,,,,,,,,,,,,,,,
20180407,,,,,,,,,,,,,,,,,,
20180408,,,,,,,,,,,,,,,,,,
20180409,,,,,,,,,,,,,,,,,,
20180410,,,,,,,,,,,,,,,,,,
20180411,,,,,,,,,,,,,,,,,,
20180412,,,,,,,,,,,,,,,,,,
20180413,,,,,,,,,,,,,,,,,,
20180414,,,,,,,,,,,,,,,,,,
20180415,,,,,,,,,,,,,,,,,,
20180416,,,,,,,,,,,,,,,,,,
20180417,,,,,,,,,,,,,,,,,,
20180418,,,,,,,,,,,,,,,,,,
20180419,,,,,,,,,,,,,,,,,,
20180420,,,,,,,,,,,,,,,,,,
20180421,,,,,,,,,,,,,,,,,,
20180422,,,,,,,,,,,,,,,,,,
20180423,,,,,,,,,,,,,,,,,,
20180424,,,,,,,,,,,,,,,,,,
20180425,,,,,,,,,,,,,,,,,,
20180426,,,,,,,,,,,,,,,,,,
20180427,,,,,,,,,,,,,,,,,,
20180428,,,,,,,,,,,,,,,,,,
20180429,,,,,,,,,,,,,,,,,,
20180430,,,,,,,,,,,,,,,,,,
20180501,,,,,,,,,,,,,,,,,,
20180502,,,,,,,,,,,,,,,,,,
20180503,,,,,,,,,,,,,,,,,,
20180504,,,,,,,,,,,,,,,,,,
20180505,,,,,,,,,,,,,,,,,,
20180506,,,,,,,,,,,,,,,,,,
20180507,,,,,,,,,,,,,,,,,,
20180508,,,,,,,,,,,,,,,,,,
20180509,,,,,,,,,,,,,,,,,,
20180510,,,,,,,,,,,,,,,,,,
20180511,,,,,,,,,,,,,,,,,,
20180512,,,,,,,,,,,,,,,,,,
20180513,,,,,,,,,,,,,,,,,,
20180514,,,,,,,,,,,,,,,,,,
20180515,,,,,,,,,,,,,,,,,,
20180516,,,,,,,,,,,,,,,,,,
20180517,,,,,,,,,,,,,,,,,,
20180518,,,,,,,,,,,,,,,,,,
20180519,,,,,,,,,,,,,,,,,,
20180520,,,,,,,,,,,,,,,,,,
20180521,,,,,,,,,,,,,,,,,,
20180522,,,,,,,,,,,,,,,,,,
20180523,,,,,,,,,,,,,,,,,,
20180524,,,,,,,,,,,,,,,,,,
20180525,,,,,,,,,,,,,,,,,,
20180526,,,,,,,,,,,,,,,,,,
20180527,,,,,,,,,,,,,,,,,,
20180528,,,,,,,,,,,,,,,,,,
20180529,,,,,,,,,,,,,,,,,,
20180530,,,,,,,,,,,,,,,,,,
20180531,,,,,,,,,,,,,,,,,,
20180601,,,,,,,,,,,,,,,,,,
20180602,,,,,,,,,,,,,,,,,,
20180603,,,,,,,,,,,,,,,,,,
20180604,,,,,,,,,,,,,,,,,,
20180605,,,,,,,,,,,,,,,,,,
20180606,,,,,,,,,,,,,,,,,,
20180607,,,,,,,,,,,,,,,,,,
20180608,,,,,,,,,,,,,,,,,,
20180609,,,,,,,,,,,,,,,,,,
20180610,,,,,,,,,,,,,,,,,,
20180611,,,,,,,,,,,,,,,,,,
20180612,,,,,,,,,,,,,,,,,,
20180613,,,,,,,,,,,,,,,,,,
20180614,,,,,,,,,,,,,,,,,,
20180615,,,,,,,,,,,,,,,,,,
20180616,,,,,,,,,,,,,,,,,,
20180617,,,,,,,,,,,,,,,,,,
20180618,,,,,,,,,,,,,,,,,,
20180619,,,,,,,,,,,,,,,,,,
20180620,,,,,,,,,,,,,,,,,,
20180621,,,,,,,,,,,,,,,,,,
20180622,,,,,,,,,,,,,,,,,,
20180623,,,,,,,,,,,,,,,,,,
20180624,,,,,,,,,,,,,,,,,,
20180625,,,,,,,,,,,,,,,,,,
20180626,,,,,,,,,,,,,,,,,,
20180627,,,,,,,,,,,,,,,,,,
20180628,,,,,,,,,,,,,,,,,,
20180629,,,,,,,,,,,,,,,,,,
20180630,,,,,,,,,,,,,,,,,,
20180701,,,,,,,,,,,,,,,,,,
20180702,,,,,,,,,,,,,,,,,,
20180703,,,,,,,,,,,,,,,,,,
20180704,,,,,,,,,,,,,,,,,,
20180705,,,,,,,,,,,,,,,,,,
20180706,,,,,,,,,,,,,,,,,,
20180707,,,,,,,,,,,,,,,,,,
20180708,,,,,,,,,,,,,,,,,,
20180709,,,,,,,,,,,,,,,,,,
20180710,,,,,,,,,,,,,,,,,,
20180711,,,,,,,,,,,,,,,,,,
20180712,,,,,,,,,,,,,,,,,,
20180713,,,,,,,,,,,,,,,,,,
20180714,,,,,,,,,,,,,,,,,,
20180715,,,,,,,,,,,,,,,,,,
20180716,,,,,,,,,,,,,,,,,,
20180717,,,,,,,,,,,,,,,,,,
20180718,,,,,,,,,,,,,,,,,,
20180719,,,,,,,,,,,,,,,,,,
20180720,,,,,,,,,,,,,,,,,,
20180721,,,,,,,,,,,,,,,,,,
20180722,,,,,,,,,,,,,,,,,,
20180723,,,,,,,,,,,,,,,,,,
20180724,,,,,,,,,,,,,,,,,,
20180725,,,,,,,,,,,,,,,,,,
20180726,,,,,,,,,,,,,,,,,,
20180727,,,,,,,,,,,,,,,,,,
20180728,,,,,,,,,,,,,,,,,,
20180729,,,,,,,,,,,,,,,,,,
20180730,,,,,,,,,,,,,,,,,,
20180731,,,,,,,,,,,,,,,,,,
20180801,,,,,,,,,,,,,,,,,,
20180802,,,,,,,,,,,,,,,,,,
20180803,,,,,,,,,,,,,,,,,,
20180804,,,,,,,,,,,,,,,,,,
20180805,,,,,,,,,,,,,,,,,,
20180806,,,,,,,,,,,,,,,,,,
20180807,,,,,,,,,,,,,,,,,,
20180808,,,,,,,,,,,,,,,,,,
20180809,,,,,,,,,,,,,,,,,,
20180810,,,,,,,,,,,,,,,,,,
20180811,,,,,,,,,,,,,,,,,,
20180812,,,,,,,,,,,,,,,,,,
20180813,,,,,,,,,,,,,,,,,,
20180814,,,,,,,,,,,,,,,,,,
20180815,,,,,,,,,,,,,,,,,,
20180816,,,,,,,,,,,,,,,,,,
20180817,,,,,,,,,,,,,,,,,,
20180818,,,,,,,,,,,,,,,,,,
20180819,,,,,,,,,,,,,,,,,,
20180820,,,,,,,,,,,,,,,,,,
20180821,,,,,,,,,,,,,,,,,,
20180822,,,,,,,,,,,,,,,,,,
20180823,,,,,,,,,,,,,,,,,,
20180824,,,,,,,,,,,,,,,,,,
20180825,,,,,,,,,,,,,,,,,,
20180826,,,,,,,,,,,,,,,,,,
20180827,,,,,,,,,,,,,,,,,,
20180828,,,,,,,,,,,,,,,,,,
20180829,,,,,,,,,,,,,,,,,,
20180830,,,,,,,,,,,,,,,,,,
20180831,,,,,,,,,,,,,,,,,,
20180901,,,,,,,,,,,,,,,,,,
20180902,,,,,,,,,,,,,,,,,,
20180903,,,,,,,,,,,,,,,,,,
20180904,,,,,,,,,,,,,,,,,,
20180905,,,,,,,,,,,,,,,,,,
20180906,,,,,,,,,,,,,,,,,,
20180907,,,,,,,,,,,,,,,,,,
20180908,,,,,,,,,,,,,,,,,,
20180909,,,,,,,,,,,,,,,,,,
20180910,,,,,,,,,,,,,,,,,,
20180911,,,,,,,,,,,,,,,,,,
20180912,,,,,,,,,,,,,,,,,,
20180913,,,,,,,,,,,,,,,,,,
20180914,,,,,,,,,,,,,,,,,,
20180915,,,,,,,,,,,,,,,,,,
20180916,,,,,,,,,,,,,,,,,,
20180917,,,,,,,,,,,,,,,,,,
20180918,,,,,,,,,,,,,,,,,,
20180919,,,,,,,,,,,,,,,,,,
20180920,,,,,,,,,,,,,,,,,,
20180921,,,,,,,,,,,,,,,,,,
20180922,,,,,,,,,,,,,,,,,,
20180923,,,,,,,,,,,,,,,,,,
20180924,,,,,,,,,,,,,,,,,,
20180925,,,,,,,,,,,,,,,,,,
20180926,,,,,,,,,,,,,,,,,,
20180927,,,,,,,,,,,,,,,,,,
20180928,,,,,,,,,,,,,,,,,,
20180929,,,,,,,,,,,,,,,,,,
20180930,,,,,,,,,,,,,,,,,,
20181001,,,,,,,,,,,,,,,,,,
20181002,,,,,,,,,,,,,,,,,,
20181003,,,,,,,,,,,,,,,,,,
20181004,,,,,,,,,,,,,,,,,,
20181005,,,,,,,,,,,,,,,,,,
20181006,,,,,,,,,,,,,,,,,,
20181007,,,,,,,,,,,,,,,,,,
20181008,,,,,,,,,,,,,,,,,,
20181009,,,,,,,,,,,,,,,,,,
20181010,,,,,,,,,,,,,,,,,,
20181011,,,,,,,,,,,,,,,,,,
20181012,,,,,,,,,,,,,,,,,,
20181013,,,,,,,,,,,,,,,,,,
20181014,,,,,,,,,,,,,,,,,,
20181015,,,,,,,,,,,,,,,,,,
20181016,,,,,,,,,,,,,,,,,,
20181017,,,,,,,,,,,,,,,,,,
20181018,,,,,,,,,,,,,,,,,,
20181019,,,,,,,,,,,,,,,,,,
20181020,,,,,,,,,,,,,,,,,,
20181021,,,,,,,,,,,,,,,,,,
20181022,,,,,,,,,,,,,,,,,,
20181023,,,,,,,,,,,,,,,,,,
20181024,,,,,,,,,,,,,,,,,,
20181025,,,,,,,,,,,,,,,,,,
20181026,,,,,,,,,,,,,,,,,,
20181027,,,,,,,,,,,,,,,,,,
20181028,,,,,,,,,,,,,,,,,,
20181029,,,,,,,,,,,,,,,,,,
20181030,,,,,,,,,,,,,,,,,,
20181031,,,,,,,,,,,,,,,,,,
20181101,,,,,,,,,,,,,,,,,,
20181102,,,,,,,,,,,,,,,,,,
20181103,,,,,,,,,,,,,,,,,,
20181104,,,,,,,,,,,,,,,,,,
20181105,,,,,,,,,,,,,,,,,,
20181106,,,,,,,,,,,,,,,,,,
20181107,,,,,,,,,,,,,,,,,,
20181108,,,,,,,,,,,,,,,,,,
20181109,,,,,,,,,,,,,,,,,,
20181110,,,,,,,,,,,,,,,,,,
20181111,,,,,,,,,,,,,,,,,,
20181112,,,,,,,,,,,,,,,,,,
20181113,,,,,,,,,,,,,,,,,,
20181114,,,,,,,,,,,,,,,,,,
20181115,,,,,,,,,,,,,,,,,,
20181116,,,,,,,,,,,,,,,,,,
20181117,,,,,,,,,,,,,,,,,,
20181118,,,,,,,,,,,,,,,,,,
20181119,,,,,,,,,,,,,,,,,,
20181120,,,,,,,,,,,,,,,,,,
20181121,,,,,,,,,,,,,,,,,,
20181122,,,,,,,,,,,,,,,,,,
20181123,,,,,,,,,,,,,,,,,,
20181124,,,,,,,,,,,,,,,,,,
20181125,,,,,,,,,,,,,,,,,,
20181126,,,,,,,,,,,,,,,,,,
